Postal_Code,Building_Name,Location_Description,latitude,longitude
217567,Farrer Park Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3477322113122225,103.62165772806465
217567,Farrer Park Primary School,"Level 1 Concourse, Near School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3477322113122225,103.62165772806465
768857,Huamin Primary School,Level 4 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2289040453281224,103.9857695548513
768857,Huamin Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2289040453281224,103.9857695548513
768857,Huamin Primary School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2289040453281224,103.9857695548513
768689,Naval Base Secondary School,Level 1 Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2686369131663688,103.92254220209722
768689,Naval Base Secondary School,Level 2 Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2686369131663688,103.92254220209722
768689,Naval Base Secondary School,"Level 1 Staircase 2, Near School Field Gate (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2686369131663688,103.92254220209722
768689,Naval Base Secondary School,"Level 4 ISH, Near Toilet (Available During Dual Use Scheme Operating Hours)",1.2686369131663688,103.92254220209722
768689,Naval Base Secondary School,Level 1 Field Toilet (Available During Dual Use Scheme Operating Hours),1.2686369131663688,103.92254220209722
768960,North View Primary School,Level 1 Next To Lift (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3803718727170975,103.87303902443888
768960,North View Primary School,Level 2 Outside School Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3803718727170975,103.87303902443888
641656,,Level 1 Lift Lobby A,1.3912304885767297,103.95579223724738
768960,North View Primary School,Level 1 Near Playground (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3803718727170975,103.87303902443888
768692,Northbrooks Secondary School,"Level 1 Foyer, Near General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3998959046973576,103.62041810814792
768692,Northbrooks Secondary School,Level 1 Corridor Near Discipline Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3998959046973576,103.62041810814792
768692,Northbrooks Secondary School,Level 2 Back Of Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3998959046973576,103.62041810814792
768692,Northbrooks Secondary School,Level 1 Soccer Field Toilet (Available During Dual Use Scheme Operating Hours),1.3998959046973576,103.62041810814792
227968,School Of The Arts Singapore (SOTA),Level 2 Fire Command Centre,1.3525221061493082,103.74698164827912
227968,School Of The Arts Singapore (SOTA),Level 5 Admin Office,1.3525221061493082,103.74698164827912
227968,School Of The Arts Singapore (SOTA),Level 6 Blk B,1.3525221061493082,103.74698164827912
227968,School Of The Arts Singapore (SOTA),"Level 11 Rooftop, Outside Lift Lobby",1.3525221061493082,103.74698164827912
579747,Whitley Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2305216556183365,103.6908177795733
579747,Whitley Secondary School,Level 1 School Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2305216556183365,103.6908177795733
579747,Whitley Secondary School,Level 1 Outside PE Staffroom (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2305216556183365,103.6908177795733
579747,Whitley Secondary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2305216556183365,103.6908177795733
579747,Whitley Secondary School,Level 2 Multi-Purpose Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2305216556183365,103.6908177795733
569868,Yio Chu Kang Secondary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2582112264812537,103.65563223503881
569868,Yio Chu Kang Secondary School,Level 1 Blk G (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2582112264812537,103.65563223503881
569868,Yio Chu Kang Secondary School,Level 1 School Field Changing Room (Available During Dual Use Scheme Operating Hours),1.2582112264812537,103.65563223503881
569868,Yio Chu Kang Secondary School,"Level 2 Indoor Sports Hall, Beside Toilet (Available During Dual Use Scheme Operating Hours)",1.2582112264812537,103.65563223503881
569868,Yio Chu Kang Secondary School,"Level 1 Canteen, Near Stall 8 (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2582112264812537,103.65563223503881
757714,Canberra Primary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.4052159901515375,103.66091358476562
757714,Canberra Primary School,"Level 1 Blk F, Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4052159901515375,103.66091358476562
757714,Canberra Primary School,"Level 4 Blk F, Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4052159901515375,103.66091358476562
757699,Canberra Secondary School,Level 1 Outside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate),1.4569193020819247,103.67004388568645
757699,Canberra Secondary School,Level 1 Outside Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate),1.4569193020819247,103.67004388568645
757699,Canberra Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.4569193020819247,103.67004388568645
757699,Canberra Secondary School,"Level 1 Blk E Corridor, Near Parade Square (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.4569193020819247,103.67004388568645
757699,Canberra Secondary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate),1.4569193020819247,103.67004388568645
828814,Edgefield Secondary School,Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.298410019550834,103.84015547003544
828814,Edgefield Secondary School,Level 1 Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.298410019550834,103.84015547003544
828814,Edgefield Secondary School,Level 2 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.298410019550834,103.84015547003544
757521,Endeavour Primary School,"Level 1 Inside General Office, Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate)",1.2595712217112882,103.89162267023279
757521,Endeavour Primary School,Level 1 Outside Canteen Toilet (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2595712217112882,103.89162267023279
757521,Endeavour Primary School,Level 1 Indoor Sports Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2595712217112882,103.89162267023279
389706,Geylang Methodist School (Primary),Level 2 Outside Staff Room (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4055540859930171,103.94168258874205
389706,Geylang Methodist School (Primary),Level 1 School Porch (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4055540859930171,103.94168258874205
389706,Geylang Methodist School (Primary),Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4055540859930171,103.94168258874205
389706,Geylang Methodist School (Primary),Level 2 Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4055540859930171,103.94168258874205
389706,Geylang Methodist School (Primary),Level 3 Outside Auditorium (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.4055540859930171,103.94168258874205
389706,Geylang Methodist School (Primary),"Level 1 Blk 4 Corridor, Leading To Basketball Court (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.4055540859930171,103.94168258874205
389705,Geylang Methodist School (Secondary),Level 1 General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2667797415200286,103.60659916706364
389705,Geylang Methodist School (Secondary),Level 1 Canteen (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2667797415200286,103.60659916706364
389705,Geylang Methodist School (Secondary),Level 2 Friendship Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2667797415200286,103.60659916706364
389705,Geylang Methodist School (Secondary),Level 1 Indoor Sport Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.2667797415200286,103.60659916706364
389705,Geylang Methodist School (Secondary),"Level 1 Blk 6, Lift Lobby (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.2667797415200286,103.60659916706364
828866,Greendale Secondary School,Level 1 Inside Sick Bay (Available During School Operating Hours. Approach Security Officer At Main Gate.),1.3828582839889143,103.65833739131905
828866,Greendale Secondary School,"Level 1 Blk H, Near Side Gate (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3828582839889143,103.65833739131905
828866,Greendale Secondary School,"Level 1 Blk F, Near School Field (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3828582839889143,103.65833739131905
828866,Greendale Secondary School,Level 1 School Field Toilet (Available During Dual Use Scheme Operating Hours),1.3828582839889143,103.65833739131905
828866,Greendale Secondary School,"Level 2 Blk C, Outside Hall (Available During School Operating Hours. Approach Security Officer At Main Gate.)",1.3828582839889143,103.65833739131905
